"bookmark_count","bookmarked","conversation_id_str","created_at","favorite_count","favorited","full_text","id_str","in_reply_to_screen_name","in_reply_to_status_id_str","in_reply_to_user_id_str","is_quote_status","lang","place/country","place/country_code","place/full_name","place/id","place/name","place/place_type","place/url","possibly_sensitive","possibly_sensitive_editable","quote_count","quoted_status_id_str","quoted_status_permalink/display","quoted_status_permalink/expanded","quoted_status_permalink/url","reply_count","retweet_count","retweeted","scopes/followers","url","user/can_dm","user/can_media_tag","user/created_at","user/default_profile_image","user/description","user/fast_followers_count","user/favourites_count","user/followers_count","user/friends_count","user/has_custom_timelines","user/is_translator","user/listed_count","user/location","user/media_count","user/name","user/normal_followers_count","user/possibly_sensitive","user/profile_banner_url","user/profile_image_url_https","user/screen_name","user/statuses_count","user/translator_type","user/url","user/verified","user/verified_type","user/want_retweets","user_id_str"
"0","false","1680102545790992386","Sat Jul 15 06:30:36 +0000 2023","0","false","मराठीत एक म्हण आहे... फिरून फिरून फोपळे चौकात... #महाराष्ट्र #AjitPawar #EknathShinde #ncp #shivsena #political https://t.co/hSVsrOrtdC","1680102545790992386",,,,"false","mr",,,,,,,,"false","true","0",,,,,"0","0","false",,"https://twitter.com/Amolkak84455074/status/1680102545790992386","false","true","Sat Oct 13 14:55:58 +0000 2018","false","- Reporter
- Scholar of political science and journalism

￼","0","726","137","136","false","false","0","pimpri-Chinchwad,  Pune","102","Amol kakade","137","false",,"https://pbs.twimg.com/profile_images/1576621467306848256/jVbDAf3Y_normal.jpg","Amolkak84455074","447","none",,"false",,"false","1051124389037596678"
"0","false","1680102433836466176","Sat Jul 15 06:30:09 +0000 2023","14","false","Remarking that all speculation about the ruling Shiv Sena-BJP govt collapsing had proved false, Maharashtra CM Eknath Shinde on Friday claimed his govt had the support of 220 of the 288 legislators in the Maharashtra Assembly, reports @ShoumojitB.
https://t.co/1kmV886AbJ","1680102433836466176",,,,"false","en",,,,,,,,"false","true","0",,,,,"2","1","false",,"https://twitter.com/the_hindu/status/1680102433836466176","false","true","Fri Feb 13 06:04:24 +0000 2009","false","News feeds from India's National Newspaper.","0","226","8053835","184","true","false","8103","Chennai, India","40713","The Hindu","8053835","false","https://pbs.twimg.com/profile_banners/20751449/1649859127","https://pbs.twimg.com/profile_images/1061900452311121920/jo7qrMTA_normal.jpg","the_hindu","506935","none","https://t.co/YG6m0N5VR2","false",,"false","20751449"
"0","false","1678491781229342738","Mon Jul 10 19:50:00 +0000 2023","45","false","Measure what matters. Better care leads to better outcomes.

See how we're looking towards what's next for Medicare Advantage","1678491781229342738",,,,"false","en",,,,,,,,"false","true","0",,,,,"4","8","false","false","https://twitter.com/_ACHP/status/1678491781229342738","false","true","Wed Dec 16 18:30:25 +0000 2009","false","The Alliance of Community Health Plans (ACHP) is the voice of regional, nonprofit health plans.","0","4292","2891","1956","true","false","114","Washington, DC","1204","Alliance of Community Health Plans (ACHP)","2891","false","https://pbs.twimg.com/profile_banners/97262677/1688213135","https://pbs.twimg.com/profile_images/1675113413540732929/BBCPX5xH_normal.png","_ACHP","15316","none","https://t.co/85FEDUysVN","false",,"false","97262677"
"0","false","1680101921389158403","Sat Jul 15 06:28:07 +0000 2023","0","false","शिंदे गटाला यशोमती ठाकूर यांचा खोचक टोला
.
.
.
.
.
.
#yashomatithakur #eknathshinde #uddhavthackeray #devendrafadnavis #ajitpawar #shivsena #maharashtra #sharadpawar #latestnews #timesofdemocracy https://t.co/YLnH5TR8A5","1680101921389158403",,,,"false","mr",,,,,,,,"false","true","0",,,,,"0","0","false",,"https://twitter.com/TODMarathi/status/1680101921389158403","false","true","Sat May 08 11:54:12 +0000 2021","false","TOD मराठी... लोकांकडून लोकांसाठी","0","928","478","44","false","false","1","Maharashtra","9243","TOD Marathi","478","false","https://pbs.twimg.com/profile_banners/1390997891137695754/1628157135","https://pbs.twimg.com/profile_images/1390998717809922048/SaW88PZp_normal.jpg","TODMarathi","10985","none","https://t.co/Y1NJerAfg0","false",,"false","1390997891137695754"
"0","false","1680101815801741313","Sat Jul 15 06:27:42 +0000 2023","2","false","#KALYAN | #कल्याणस्टेशन  परिसराला अनधिकृत पार्किंगचा वेढा, रिक्षा चालकांच्या वेड्यातून मार्ग काढायला लोकांची तारेवरची कसरत

#amravati #Marathinews #Trending #Letestnews #MaharashtraPoliticalCrisis #SharadPawar #NCPCrisis #ajitpawar #eknathshinde #ShivSena #uddhavthakre #Mumbai https://t.co/7XZjdGi2sz","1680101815801741313",,,,"false","mr","India","IN","Amravati, India","1b8bf34b41bee082","Amravati","city","https://api.twitter.com/1.1/geo/id/1b8bf34b41bee082.json","false","true","0",,,,,"0","0","false",,"https://twitter.com/DigitalRcn/status/1680101815801741313","false","true","Thu Jun 01 10:08:32 +0000 2023","false","OFFICIAL ACCOUNT OF RCN DIGITAL NEWS
           FOLLOW ON                         

     INSTAGRAM -  https://t.co/fXTa9hcenj","0","719","18","31","false","false","0","MAHARASHTRA","842","RCN NEWS","18","false",,"https://pbs.twimg.com/profile_images/1664212506527817728/FTD9wA0c_normal.jpg","DigitalRcn","872","none",,"false",,"false","1664212105191649281"
"0","false","1680101364087787520","Sat Jul 15 06:25:54 +0000 2023","1","false","#dhule  | विषारी नागाच्या पोटातून निघाली तब्बल 7 अंडी

#amravati #Marathinews #Trending #Letestnews #MaharashtraPoliticalCrisis #SharadPawar #NCPCrisis #ajitpawar #eknathshinde #ShivSena #uddhavthakre #Mumbai https://t.co/HkIXlmBf9z","1680101364087787520",,,,"false","mr","India","IN","Amravati, India","1b8bf34b41bee082","Amravati","city","https://api.twitter.com/1.1/geo/id/1b8bf34b41bee082.json","false","true","0",,,,,"0","0","false",,"https://twitter.com/DigitalRcn/status/1680101364087787520","false","true","Thu Jun 01 10:08:32 +0000 2023","false","OFFICIAL ACCOUNT OF RCN DIGITAL NEWS
           FOLLOW ON                         

     INSTAGRAM -  https://t.co/fXTa9hcenj","0","719","18","31","false","false","0","MAHARASHTRA","842","RCN NEWS","18","false",,"https://pbs.twimg.com/profile_images/1664212506527817728/FTD9wA0c_normal.jpg","DigitalRcn","872","none",,"false",,"false","1664212105191649281"
"0","false","1680101121870950401","Sat Jul 15 06:24:56 +0000 2023","0","false","Sanjay Raut : शिंदे गटाला अजित पवार यांची धुणीभांडी करावी लागतील, संजय राऊत यांचा टोला
https://t.co/2N1H1rgHsc

#sanjayRaut #eknathshinde #AjitPawar #MaharashtraPolitics","1680101121870950401",,,,"false","mr",,,,,,,,"false","true","0",,,,,"0","0","false",,"https://twitter.com/LokshahiMarathi/status/1680101121870950401","false","false","Fri Aug 28 01:10:44 +0000 2020","false","Lokshahi Marathi is a leading Marathi News Channel. 
ऐका... पाहा... जागरुक राहा... #LokshahiMarathi","0","668","8601","189","true","false","22","Mumbai","44141","Lokshahi Marathi","8601","false","https://pbs.twimg.com/profile_banners/1299152217639796737/1678867518","https://pbs.twimg.com/profile_images/1540281091650510849/APsl-92F_normal.jpg","LokshahiMarathi","69007","none","https://t.co/pwrc2SNhkK","false",,"false","1299152217639796737"
"0","false","1680100297526624257","Sat Jul 15 06:21:40 +0000 2023","19","false","अजितदादांचं अर्थमंत्रीपद रोखण्यासाठी शिंदे गटाचे दिल्लीत प्रयत्न, पण भाजप नेतृत्त्वाचं धक्कादायक उत्तर, संजय राऊतांचा गौप्यस्फोट
https://t.co/Ba8b8K32Ai #EknathShinde #AjitPawar #NCP #BJP #MaharashtraPolitics #CabinetAllocation","1680100297526624257",,,,"false","mr",,,,,,,,"false","true","0",,,,,"2","1","false",,"https://twitter.com/mataonline/status/1680100297526624257","false","false","Wed Jul 28 11:52:01 +0000 2010","false","No.1 Marathi News Website. Follow us for breaking news & updates. A Times Internet product.","0","114","569609","251","true","false","814","Mumbai","97945","Maharashtra Times","569609","false","https://pbs.twimg.com/profile_banners/171880832/1675692664","https://pbs.twimg.com/profile_images/1565340149382148097/7kh8lmf3_normal.jpg","mataonline","301284","none","https://t.co/u0JEkfsT2N","false",,"false","171880832"
"0","false","1680099907531866112","Sat Jul 15 06:20:07 +0000 2023","0","false","One year of good governance completed with the blessings of Chhatrapati Shivaji Maharaj ... #eknathshindeformaharshtra https://t.co/EhNEU7gkdY","1680099907531866112",,,,"false","en",,,,,,,,"false","true","0",,,,,"1","0","false",,"https://twitter.com/ES4Maharashtra/status/1680099907531866112","false","true","Fri Nov 11 12:19:26 +0000 2022","false","#EknathshindeforMaharashtra","0","2600","143","9","true","false","0","","46","Eknath Shinde For Maharastra","143","false","https://pbs.twimg.com/profile_banners/1591042642162626562/1686321129","https://pbs.twimg.com/profile_images/1663782556796620800/bB7EuJNz_normal.jpg","ES4Maharashtra","304","none",,"false",,"false","1591042642162626562"
"0","false","1680099870231650304","Sat Jul 15 06:19:58 +0000 2023","0","false","नाशिक मध्ये अजित पवार यांचे शक्तिप्रदर्शन

https://t.co/bh9IDm5hnN

#nashikcity#ShasanAplyaDari#EknathShinde#DevendraFadnavis#politics#maharshtra#shaktipradarshan#AjitPawar","1680099870231650304",,,,"false","und",,,,,,,,"false","true","0",,,,,"0","0","false",,"https://twitter.com/TimeMaharashtra/status/1680099870231650304","false","true","Mon Aug 27 12:14:24 +0000 2018","false","Media/News Company","0","16","61","98","true","false","1","Mumbai, India","506","Time Maharashtra","61","false","https://pbs.twimg.com/profile_banners/1034051501390487553/1660992540","https://pbs.twimg.com/profile_images/1034052754891792389/YlWEVqkc_normal.jpg","TimeMaharashtra","6447","none","https://t.co/syjT5YURHC","false",,"false","1034051501390487553"
"0","false","1680099828561506305","Sat Jul 15 06:19:48 +0000 2023","3","false","আগামী দু’সপ্তাহের মধ্যে স্পিকারের জবাব চাওয়া হয়েছে
#Maharashtra  #SupremeCourt  #assembly #INDIA #EknathShinde

https://t.co/0EIJGaw2dK","1680099828561506305",,,,"false","bn",,,,,,,,"false","true","0",,,,,"0","1","false",,"https://twitter.com/jago_bangla/status/1680099828561506305","true","true","Sun May 20 08:52:42 +0000 2018","false","Official mouthpiece of All India Trinamool Congress","0","3123","41870","3","true","false","25","India","654","Jago Bangla","41870","false","https://pbs.twimg.com/profile_banners/998124343614828545/1648905539","https://pbs.twimg.com/profile_images/1510245403970531331/jmfJCjmw_normal.jpg","jago_bangla","3994","none","https://t.co/0os8Ve5U1O","false",,"false","998124343614828545"
"0","false","1680099539062083586","Sat Jul 15 06:18:39 +0000 2023","0","false","केंद्र सरकारकडून अधिक मदत मिळवण्यासाठी करणार प्रयत्न , अजित पवार

https://t.co/8duIb5hV1Y

#CentralGovernment#AjitPawar#EknathShinde#NarendraModi#DevendraFadnavis#farmers#helpforfarmes#rashtravadicongress#politics#maharshtra#nashikcity","1680099539062083586",,,,"false","und",,,,,,,,"false","true","0",,,,,"0","0","false",,"https://twitter.com/TimeMaharashtra/status/1680099539062083586","false","true","Mon Aug 27 12:14:24 +0000 2018","false","Media/News Company","0","16","61","98","true","false","1","Mumbai, India","506","Time Maharashtra","61","false","https://pbs.twimg.com/profile_banners/1034051501390487553/1660992540","https://pbs.twimg.com/profile_images/1034052754891792389/YlWEVqkc_normal.jpg","TimeMaharashtra","6447","none","https://t.co/syjT5YURHC","false",,"false","1034051501390487553"
"0","false","1680098398609743872","Sat Jul 15 06:14:07 +0000 2023","16","false","आमदार रोहित पवार यांनी एक फोटो ट्विट करत सध्याच्या राजकीय परिस्थितीवर केली उपहासात्मक टीका
https://t.co/fcFbTrg7du
#PuneNews #BJP #AjitPawar #EknathShinde #NCP","1680098398609743872",,,,"false","mr",,,,,,,,"false","true","0",,,,,"0","0","false",,"https://twitter.com/TV9Marathi/status/1680098398609743872","false","true","Thu Aug 27 14:17:35 +0000 2015","false","'टीव्ही 9 मराठी' - #मराठी माणसांच्या हक्काचं व्यासपीठ | राज्य, राष्ट्रीय आणि आंतरराष्ट्रीय बातम्यांचे सुपरफास्ट अपडेट","0","193","1046910","56","true","false","369","Maharashtra, India","94729","TV9 Marathi","1046910","false","https://pbs.twimg.com/profile_banners/3360174258/1688363751","https://pbs.twimg.com/profile_images/1239514892513624064/w_ERWXYS_normal.jpg","TV9Marathi","319030","none","https://t.co/KjiEYjaacP","false",,"false","3360174258"
"0","false","1680097885428535299","Sat Jul 15 06:12:05 +0000 2023","2","false","#Mumbai  | मुख्यमंत्री जे खातं देतील ते स्वीकारेल - #अजितपवार 

#amravati #Marathinews #Trending #Letestnews #MaharashtraPoliticalCrisis #SharadPawar #NCPCrisis #ajitpawar #eknathshinde #ShivSena #uddhavthakre #Mumbai https://t.co/gr4tcEifza","1680097885428535299",,,,"false","mr","India","IN","Amravati, India","1b8bf34b41bee082","Amravati","city","https://api.twitter.com/1.1/geo/id/1b8bf34b41bee082.json","false","true","0",,,,,"0","0","false",,"https://twitter.com/DigitalRcn/status/1680097885428535299","false","true","Thu Jun 01 10:08:32 +0000 2023","false","OFFICIAL ACCOUNT OF RCN DIGITAL NEWS
           FOLLOW ON                         

     INSTAGRAM -  https://t.co/fXTa9hcenj","0","719","18","31","false","false","0","MAHARASHTRA","842","RCN NEWS","18","false",,"https://pbs.twimg.com/profile_images/1664212506527817728/FTD9wA0c_normal.jpg","DigitalRcn","872","none",,"false",,"false","1664212105191649281"
"0","false","1680097204332101632","Sat Jul 15 06:09:22 +0000 2023","1","false","राहायचे असेल तर राहा, अन्यथा जा असा दिल्लीचा आदेश; काय म्हणाले संजय राऊत...#SanjayRaut #EknathShinde #AjitPawar   https://t.co/DYMtixHtuQ","1680097204332101632",,,,"false","mr",,,,,,,,"false","true","0",,,,,"0","0","false",,"https://twitter.com/lokmat/status/1680097204332101632","true","false","Sun Feb 28 15:05:00 +0000 2010","false","महाराष्ट्र आणि गोव्यातील नं. १ वृत्तपत्र On a mission to enrich lives by informing & educating by publishing on broadcast & digital.
https://t.co/fo3PNUDd8M","0","3609","756345","531","true","false","470","Mumbai, Maharashtra, India ","30605","Lokmat","756345","false","https://pbs.twimg.com/profile_banners/118395320/1682591035","https://pbs.twimg.com/profile_images/1559216683784761344/3qCrgX9N_normal.jpg","lokmat","319585","none","https://t.co/7ruql8G5Zb","false",,"false","118395320"
"1","false","1668302145291177985","Mon Jun 12 17:00:01 +0000 2023","62","false","Seniors deserve the best health care that's high-quality and accessible.

See our vision for what's next for Medicare Advantage.","1668302145291177985",,,,"false","en",,,,,,,,"false","true","0",,,,,"0","10","false","false","https://twitter.com/_ACHP/status/1668302145291177985","false","true","Wed Dec 16 18:30:25 +0000 2009","false","The Alliance of Community Health Plans (ACHP) is the voice of regional, nonprofit health plans.","0","4292","2891","1956","true","false","114","Washington, DC","1204","Alliance of Community Health Plans (ACHP)","2891","false","https://pbs.twimg.com/profile_banners/97262677/1688213135","https://pbs.twimg.com/profile_images/1675113413540732929/BBCPX5xH_normal.png","_ACHP","15316","none","https://t.co/85FEDUysVN","false",,"false","97262677"
"0","false","1680094385495752707","Sat Jul 15 05:58:10 +0000 2023","165","false","आदित्य ठाकरे यांची मुख्यमंत्री एकनाथ शिंदे यांच्यावर टीका!

#AdityaThackeray #EknathShinde #ShivSena #MaharashtraPolitics #MTCard https://t.co/5vclQ4Vd0Y","1680094385495752707",,,,"false","mr",,,,,,,,"false","true","0",,,,,"1","9","false",,"https://twitter.com/mumbaitak/status/1680094385495752707","false","true","Sat Dec 23 06:52:00 +0000 2017","false","@IndiaToday  ग्रुपच्या मराठी डिजिटल चॅनलवर आपलं स्वागत. महाराष्ट्रातील महत्वाच्या बातम्या आणि मुद्देसूद विश्लेषणासाठी फॉलो करा @MumbaiTak","0","159","38784","51","true","false","75","Mumbai, India","35864","Mumbai Tak","38784","false","https://pbs.twimg.com/profile_banners/944460562540273664/1688544581","https://pbs.twimg.com/profile_images/1458140692916568065/ysOtqASR_normal.jpg","mumbaitak","67234","none","https://t.co/eHAyB8sRSn","false",,"false","944460562540273664"
"0","false","1680094261419859968","Sat Jul 15 05:57:41 +0000 2023","0","false","अर्थखातं मिळू नये म्हणून शिंदे गटाकडून जोरदार प्रयत्न, आता काय? अजित पवार म्हणाले…
https://t.co/SKp34uj9IL
#AjitPawar #EknathShinde","1680094261419859968",,,,"false","mr",,,,,,,,"false","true","0",,,,,"0","0","false",,"https://twitter.com/LoksattaLive/status/1680094261419859968","false","true","Tue Feb 14 07:09:44 +0000 2012","false","Leading International Marathi News Daily. Visit us on https://t.co/k3LDMleKel & https://t.co/AJ3R7kEukH","0","195","519402","861","true","false","651","Mumbai","56377","LoksattaLive","519402","false","https://pbs.twimg.com/profile_banners/491986148/1687761370","https://pbs.twimg.com/profile_images/613292838114058241/YkzuIcgQ_normal.png","LoksattaLive","414455","none","https://t.co/jgkLbufES5","false",,"false","491986148"
"0","false","1680093116131598341","Sat Jul 15 05:53:08 +0000 2023","0","false","""Maharashtra's newly inducted Deputy CM Ajit Pawar who joined hands with Shiv Sena-BJP-led Maharashtra government last week has got Finance and Planning portfolios after days of negotiations between NCP, BJP and Shiv Sena. Ajit Pawar, Devendra Fadnavis and Eknath Shinde in Delhi.","1680093116131598341",,,,"false","en",,,,,,,,,,"0",,,,,"0","0","false",,"https://twitter.com/_avnishrao/status/1680093116131598341","false","true","Wed May 01 18:41:04 +0000 2013","false","Nation First.  No Compromise! 
I Salute My Forces ! I M a Proud Indian.","0","973","14","276","true","false","0","Atacama, Chile","1014","AVANISH RAO","14","false",,"https://pbs.twimg.com/profile_images/1633775066235437056/Seh4fuxT_normal.jpg","_avnishrao","4736","none",,"false",,"false","1395269868"
"0","false","1680093081524371461","Sat Jul 15 05:52:59 +0000 2023","0","false","सरकार और हुआ मजबूत - एकनाथ शिंदे 

#eknathshinde #devendrafadnavis #ajitpawar #maharashtranews #politics https://t.co/gmsFM7X5DB","1680093081524371461",,,,"false","hi",,,,,,,,"false","true","0",,,,,"0","0","false",,"https://twitter.com/VsrsN/status/1680093081524371461","false","true","Sun Oct 14 11:46:10 +0000 2018","false","Official Twitter account VSRS HINDI NEWS","0","276","255","473","true","false","0","India","7453","VSRS Newsᅠᅠ","255","false","https://pbs.twimg.com/profile_banners/1051439014383882241/1639126315","https://pbs.twimg.com/profile_images/1487330254247305221/m2WUxRbz_normal.jpg","VsrsN","13643","none","https://t.co/Bm7lWhXNkW","false",,"false","1051439014383882241"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/undefined/status/undefined",,,,,,,,,,,,,,,,,,,,,,,,,,,
